id,drug_id,sentence_index,SSI,UMLS1,SNOMED-CT,UMLS2,SNOMED-CT,mild,moderate,severe,persistent,not-persistent,body-site,rating,drug,class,type,entity_type
934,cymbalta.215,5,osteoarthritis pain,"C0029408/Degenerative polyarthritis/Disease or Syndrome 

"," 
Osteoarthritis (disorder) [A3604374/SNOMEDCT_US/FN/396275006]
",,,,,,,,,5,cymbalta,snri,SSI,physiological
935,cymbalta.216,16,so depressed,c0344315/depressed mood/finding,depressed mood (finding) [a16962685/snomedct_us/fn/366979004],,,,,so,,,,5,cymbalta,snri,SSI,psychological
936,cymbalta.216,16,have not been myslef at sll,c0011551/depersonalization/mental or behavioral dysfunction,depersonalization (finding) [a3388831/snomedct_us/fn/79499004],,,,,,,,,5,cymbalta,snri,SSI,psychological
937,cymbalta.217,3,very depresed,c0344315/depressed mood/finding,depressed mood (finding) [a16962685/snomedct_us/fn/366979004],,,,,very,,,,5,cymbalta,snri,SSI,psychological
938,cymbalta.217,3,suicidal,c0438696/suicidal/finding,suicidal (finding) [a3738693/snomedct_us/fn/267073005],,,,,,,,,5,cymbalta,snri,SSI,psychological
939,cymbalta.219,6,fibro pain,c0016053/fibromyalgia/disease or syndrome,fibromyalgia (disorder) [a26590869/snomedct_us/fn/203082005],,,,,,,,,5,cymbalta,snri,SSI,physiological
940,cymbalta.220,8,severe stress,C0038435/  Stress / Finding ,Stress (finding) [A3721256/SNOMEDCT_US/FN/73595000],,,,, severe,,,,5,cymbalta,snri,SSI,psychological
941,cymbalta.221,15,severe depression,"C1269683/  Major Depressive Disorder / Mental or Behavioral Dysfunction 
",Major depressive disorder (disorder) [A3548382/SNOMEDCT_US/FN/370143000],,,,, severe,,,,5,cymbalta,snri,SSI,psychological
942,cymbalta.221,20,pmdd,c0520676/premenstrual dysphoric disorder/mental or behavioral dysfunction,Premenstrual dysphoric disorder (disorder) [A3643248/SNOMEDCT_US/FN/596004],,,,,,,,,5,cymbalta,snri,SSI,physiological
943,cymbalta.221,20,pmdd,c0520676/premenstrual dysphoric disorder/mental or behavioral dysfunction,Premenstrual dysphoric disorder (disorder) [A3643248/SNOMEDCT_US/FN/596004],,,,,,,,,5,cymbalta,snri,SSI,physiological
944,cymbalta.221,21,depressed,c0344315/depressed mood/finding,depressed mood (finding) [a16962685/snomedct_us/fn/366979004],,,,,,,,,5,cymbalta,snri,SSI,psychological
945,cymbalta.221,21,suicidal,c0438696/suicidal/finding,suicidal (finding) [a3738693/snomedct_us/fn/267073005],,,,,,,,,5,cymbalta,snri,SSI,psychological
946,cymbalta.221,21,cry uncontrollably,c0010399/crying/individual behavior,crying (finding) [a3377052/snomedct_us/fn/304534000],,,,,,,,,5,cymbalta,snri,SSI,psychological
947,cymbalta.221,21,passive aggressive tendencies,c0233867/passive aggressive character/mental or behavioral dysfunction,Passive aggressive character (finding) [A3619562/SNOMEDCT_US/FN/39077006],,,,,,,,,5,cymbalta,snri,SSI,psychological
948,cymbalta.222,8,gad,c0270549/generalized anxiety disorder/mental or behavioral dysfunction,Generalized anxiety disorder (disorder) [A3473963/SNOMEDCT_US/FN/21897009],,,,,,,,,5,cymbalta,snri,SSI,psychological
949,cymbalta.222,9,things that i would obsess,C0679048 / Obsessive thoughts / Mental or Behavioral Dysfunction,No code,C0558066 / Intrusive thoughts / Mental or Behavioral Dysfunction,Intrusive thoughts (finding) [A3522817/SNOMEDCT_US/FN/225445003],,,,,,,5,cymbalta,snri,SSI,cognitive
950,cymbalta.223,2,neuropathy pain,c3714625/neuropathic pain/finding,Neuropathic pain (finding) [A3581077/SNOMEDCT_US/FN/247398009],,,,,,,,,5,cymbalta,snri,SSI,physiological
951,cymbalta.223,6,depression,c0344315/depressed mood/finding,depressed mood (finding) [a16962685/snomedct_us/fn/366979004],,,,,,,,,5,cymbalta,snri,SSI,psychological
952,cymbalta.223,7,neuropathy pain,c3714625/neuropathic pain/finding,Neuropathic pain (finding) [A3581077/SNOMEDCT_US/FN/247398009],,,,,,,,,5,cymbalta,snri,SSI,physiological
953,cymbalta.224,3,anxiety,c0003467/anxiety/finding,anxiety (finding) [a3654171/snomedct_us/fn/48694002],,,,,,,,,5,cymbalta,snri,SSI,psychological
954,cymbalta.224,3,depression,c0344315/depressed mood/finding,depressed mood (finding) [a16962685/snomedct_us/fn/366979004],,,,,,,,,5,cymbalta,snri,SSI,psychological
955,cymbalta.227,3,ptsd,c0038436/post-traumatic stress disorder/mental or behavioral dysfunction,Posttraumatic stress disorder (disorder) [A3640990/SNOMEDCT_US/FN/47505003],,,,,,,,,5,cymbalta,snri,SSI,physiological
956,cymbalta.227,3,childhood s*xual abuse,"C4280883/History of child sexual abuse/Finding 
",History of victim of child sexual abuse (situation) [A27767360/SNOMEDCT_US/FN/288411000119107],,,,,,,,,5,cymbalta,snri,SSI,psychological
957,cymbalta.227,4,anxiety,c0003467/anxiety/finding,anxiety (finding) [a3654171/snomedct_us/fn/48694002],,,,,,,,,5,cymbalta,snri,SSI,psychological
958,cymbalta.227,5,depression,c0344315/depressed mood/finding,depressed mood (finding) [a16962685/snomedct_us/fn/366979004],,,,,,,,,5,cymbalta,snri,SSI,psychological
959,cymbalta.227,5,anxiey,c0003467/anxiety/finding,anxiety (finding) [a3654171/snomedct_us/fn/48694002],,,,,,,,,5,cymbalta,snri,SSI,psychological
960,cymbalta.228,2,depression,c0344315/depressed mood/finding,depressed mood (finding) [a16962685/snomedct_us/fn/366979004],,,,,,,,,5,cymbalta,snri,SSI,psychological
961,cymbalta.228,3,anxiety,c0003467/anxiety/finding,anxiety (finding) [a3654171/snomedct_us/fn/48694002],,,,,,,,,5,cymbalta,snri,SSI,psychological
962,cymbalta.229,3,anxiety,c0003467/anxiety/finding,anxiety (finding) [a3654171/snomedct_us/fn/48694002],,,,,,,,,5,cymbalta,snri,SSI,psychological
963,cymbalta.229,3,mental clutter,c0423994/unable to think clearly/mental or behavioral dysfunctionb,Unable to think clearly (finding) [A3770500/SNOMEDCT_US/FN/247640008],,,,,,,,,5,cymbalta,snri,SSI,cognitive
964,cymbalta.229,3,sleeping better,c1262141/poor quality sleep/pathologic function,No code,C0235162/  Difficulty sleeping / Sign or Symptom,Difficulty sleeping (finding) [A3395107/SNOMEDCT_US/FN/301345002],,,,,,,5,cymbalta,snri,SSI,psychological
965,cymbalta.229,4,fibromyalgia,c0016053/fibromyalgia/disease or syndrome,fibromyalgia (disorder) [a26590869/snomedct_us/fn/203082005], ,,,,,,,,5,cymbalta,snri,SSI,physiological
966,cymbalta.229,4,muscle pain,C0231528 / Myalgia / Sign or Symptom,Muscle pain (finding) [A3571045/SNOMEDCT_US/FN/68962001],,,,,,,,,5,cymbalta,snri,SSI,physiological
967,cymbalta.229,5,depression,c0344315/depressed mood/finding,depressed mood (finding) [a16962685/snomedct_us/fn/366979004],,,,,,,,,5,cymbalta,snri,SSI,psychological
968,cymbalta.230,4,pain,c0030193/pain/sign or symptom,pain (finding) [a3614691/snomedct_us/fn/22253000],,,,,,,,,5,cymbalta,snri,SSI,physiological
969,cymbalta.230,5,depression,c0344315/depressed mood/finding,depressed mood (finding) [a16962685/snomedct_us/fn/366979004],,,,,,,,,5,cymbalta,snri,SSI,psychological
970,cymbalta.230,5,anxiety,c0003467/anxiety/finding,anxiety (finding) [a3654171/snomedct_us/fn/48694002],,,,,,,,,5,cymbalta,snri,SSI,psychological
971,cymbalta.231,2, deep depression,C1269683/  Major Depressive Disorder / Mental or Behavioral Dysfunction,Major depressive disorder (disorder) [A3548382/SNOMEDCT_US/FN/370143000],,,,, deep ,,,,5,cymbalta,snri,SSI,psychological
972,EffexorXR.1,6,anxiety,c0003467/anxiety/finding,anxiety (finding) [a3654171/snomedct_us/fn/48694002],,,,,,,,,1,effexor,snri,SSI,psychological
973,EffexorXR.1,6, anxiety ,c0003467/anxiety/finding,anxiety (finding) [a3654171/snomedct_us/fn/48694002],,,,,,,,,1,effexor,snri,SSI,psychological
974,EffexorXR.3,2,depression,c0344315/depressed mood/finding,depressed mood (finding) [a16962685/snomedct_us/fn/366979004],,,,,,,,,1,effexor,snri,SSI,psychological
975,EffexorXR.4,2,depressed,c0344315/depressed mood/finding,depressed mood (finding) [a16962685/snomedct_us/fn/366979004],,,,,,,,,1,effexor,snri,SSI,psychological
976,EffexorXR.5,1,anxiety,c0003467/anxiety/finding,anxiety (finding) [a3654171/snomedct_us/fn/48694002],,,,,,,,,1,effexor,snri,SSI,psychological
977,EffexorXR.5,1,panic,c0030318/panic/finding,panic (finding) [a3615844/snomedct_us/fn/79823003],,,,,,,,,1,effexor,snri,SSI,psychological
978,EffexorXR.5,2,depression,c0344315/depressed mood/finding,depressed mood (finding) [a16962685/snomedct_us/fn/366979004],,,,,,,,,1,effexor,snri,SSI,psychological
979,EffexorXR.8,6,anxiety,c0003467/anxiety/finding,anxiety (finding) [a3654171/snomedct_us/fn/48694002],,,,,,,,,1,effexor,snri,SSI,psychological
980,EffexorXR.11,2,anxious,c0003467/anxiety/finding,anxiety (finding) [a3654171/snomedct_us/fn/48694002],,,,,,,,,1,effexor,snri,SSI,psychological
981,EffexorXR.11,3,anemia,C0002871 / Anemia / Disease or Syndrome,Anemia (disorder) [A3597593/SNOMEDCT_US/FN/271737000],,,,,,,,,1,effexor,snri,SSI,physiological
982,EffexorXR.12,6,worry,c0233481/worried/finding,Worried (finding) [A3787347/SNOMEDCT_US/FN/79015004],,,,,,,,,4,lexapro,ssri,SSI,psychological
983,EffexorXR.12,6,anxiety,c0003467/anxiety/finding,anxiety (finding) [a3654171/snomedct_us/fn/48694002],,,,,,,,,1,effexor,snri,SSI,psychological
984,EffexorXR.12,6,depression,c0344315/depressed mood/finding,depressed mood (finding) [a16962685/snomedct_us/fn/366979004],,,,,,,,,1,effexor,snri,SSI,psychological
985,EffexorXR.14,2,menopause,c0025320/menopause/physiologic function,"Menopause, function (observable entity) [A3558037/SNOMEDCT_US/FN/161712005]",,,,,,,,,1,effexor,snri,SSI,physiological
986,EffexorXR.21,6,depression,c0344315/depressed mood/finding,depressed mood (finding) [a16962685/snomedct_us/fn/366979004],,,,,,,,,1,effexor,snri,SSI,psychological
987,EffexorXR.23,1,depression,c0344315/depressed mood/finding,depressed mood (finding) [a16962685/snomedct_us/fn/366979004],,,,,,,,,1,effexor,snri,SSI,psychological
988,EffexorXR.23,5,depression,c0344315/depressed mood/finding,depressed mood (finding) [a16962685/snomedct_us/fn/366979004],,,,,,,,,1,effexor,snri,SSI,psychological
989,EffexorXR.28,2,massive marriage breakdown ,c0425140/marital breakdown/finding,Marital breakdown (finding) [A3553055/SNOMEDCT_US/FN/160793008],,,,,massive,,,,1,effexor,snri,SSI,social impact
990,EffexorXR.28,4,depression,c0344315/depressed mood/finding,depressed mood (finding) [a16962685/snomedct_us/fn/366979004],,,,,,,,,1,effexor,snri,SSI,psychological
991,EffexorXR.28,4,cry,c0010399/crying/individual behavior,crying (finding) [a3377052/snomedct_us/fn/304534000],,,,,,,,,1,effexor,snri,SSI,psychological
992,EffexorXR.28,7,bipolar depression,c0005586/bipolar disorder/mental or behavioral dysfunction,bipolar disorder (disorder) [a3811838/snomedct_us/fn/13746004],,,,,,,,,1,effexor,snri,SSI,psychological
993,EffexorXR.28,7,anxiety,c0003467/anxiety/finding,anxiety (finding) [a3654171/snomedct_us/fn/48694002],,,,,,,,,1,effexor,snri,SSI,psychological
994,EffexorXR.29,1,depressed,c0344315/depressed mood/finding,depressed mood (finding) [a16962685/snomedct_us/fn/366979004],,,,,,,,,1,effexor,snri,SSI,psychological
995,EffexorXR.29,1,anxious,c0003467/anxiety/finding,anxiety (finding) [a3654171/snomedct_us/fn/48694002],,,,,,,,,1,effexor,snri,SSI,psychological
996,EffexorXR.42,9,anxious,c0003467/anxiety/finding,anxiety (finding) [a3654171/snomedct_us/fn/48694002],,,,,,,,,1,effexor,snri,SSI,psychological
997,EffexorXR.43,5,depression.,C0003467 / Anxiety / Finding,Anxiety (finding) [A3654171/SNOMEDCT_US/FN/48694002],,,,,,,,,1,effexor,snri,SSI,psychological
998,EffexorXR.44,5,depression,c0344315/depressed mood/finding,depressed mood (finding) [a16962685/snomedct_us/fn/366979004],,,,,,,,,1,effexor,snri,SSI,psychological
999,EffexorXR.45,7,depression,c0344315/depressed mood/finding,depressed mood (finding) [a16962685/snomedct_us/fn/366979004],,,,,,,,,1,effexor,snri,SSI,psychological
1000,EffexorXR.46,2,freaking out about every thing ,c0221508/nervous breakdown/mental or behavioral dysfunction,no code,C0085631 / Agitation / Sign or Symptom,Feeling agitated (finding) [A3452791/SNOMEDCT_US/FN/24199005],,,about everything,,,,1,effexor,snri,SSI,psychological
1001,EffexorXR.47,4,depression,c0344315/depressed mood/finding,depressed mood (finding) [a16962685/snomedct_us/fn/366979004],,,,,,,,,1,effexor,snri,SSI,psychological
1002,EffexorXR.48,4,mildly depressed,c0344315/depressed mood/finding,depressed mood (finding) [a16962685/snomedct_us/fn/366979004],,,,,mildly,,,,1,effexor,snri,SSI,psychological
1003,EffexorXR.55,2,suicidal,c0438696/suicidal/finding,suicidal (finding) [a3738693/snomedct_us/fn/267073005],,,,,,,,,1,effexor,snri,SSI,psychological
1004,EffexorXR.56,4,social anxiety,C0424166 / Social fear / Mental or Behavioral Dysfunction,Social fear (finding) [A3709974/SNOMEDCT_US/FN/247832004],,,,,,,,,1,effexor,snri,SSI,psychological
1005,EffexorXR.58,5,panic attacks,c0086769/panic attacks/mental or behavioral dysfunction,panic attack (finding) [a3615846/snomedct_us/fn/225624000],,,,,,,,,1,effexor,snri,SSI,psychological
1006,EffexorXR.61,1,depression,c0344315/depressed mood/finding,depressed mood (finding) [a16962685/snomedct_us/fn/366979004],,,,,,,,,1,effexor,snri,SSI,psychological
1007,EffexorXR.66,2,anxious,c0003467/anxiety/finding,anxiety (finding) [a3654171/snomedct_us/fn/48694002],,,,,,,,,2,effexor,snri,SSI,psychological
1008,EffexorXR.67,1,anxiety,c0003467/anxiety/finding,anxiety (finding) [a3654171/snomedct_us/fn/48694002],,,,,,,,,2,effexor,snri,SSI,psychological
1009,EffexorXR.67,1,agitation,c0085631/agitation/sign or symptom,feeling agitated (finding) [a3452791/snomedct_us/fn/24199005],,,,,,,,,2,effexor,snri,SSI,psychological
1010,EffexorXR.67,2, extreme anxiety ,C0231403/Severe anxiety (panic)/Finding,Severe anxiety (panic) (finding) [A3703155/SNOMEDCT_US/FN/80583007],,,,,extreme,,,,2,effexor,snri,SSI,psychological
1011,EffexorXR.67,2,depression,c0344315/depressed mood/finding,depressed mood (finding) [a16962685/snomedct_us/fn/366979004],,,,,,,,,2,effexor,snri,SSI,psychological
1012,EffexorXR.68,2,depression,c0344315/depressed mood/finding,depressed mood (finding) [a16962685/snomedct_us/fn/366979004],,,,,,,,,2,effexor,snri,SSI,psychological
1013,EffexorXR.68,2,anxiety,c0003467/anxiety/finding,anxiety (finding) [a3654171/snomedct_us/fn/48694002],,,,,,,,,2,effexor,snri,SSI,psychological
1014,EffexorXR.68,4,eating disoders,C0013473 / Eating Disorders / Mental or Behavioral Dysfunction,Eating disorder (disorder) [A3409570/SNOMEDCT_US/FN/72366004],,,,,,,,,2,effexor,snri,SSI,psychological
1015,EffexorXR.71,3,depression,c0344315/depressed mood/finding,depressed mood (finding) [a16962685/snomedct_us/fn/366979004],,,,,,,,,2,effexor,snri,SSI,psychological
1016,EffexorXR.72,1,depressed,c0344315/depressed mood/finding,depressed mood (finding) [a16962685/snomedct_us/fn/366979004],,,,,,,,,2,effexor,snri,SSI,psychological
1017,EffexorXR.74,9,anxiety,c0003467/anxiety/finding,anxiety (finding) [a3654171/snomedct_us/fn/48694002],,,,,,,,,2,effexor,snri,SSI,psychological
1018,EffexorXR.77,2,depressed,c0344315/depressed mood/finding,depressed mood (finding) [a16962685/snomedct_us/fn/366979004],,,,,,,,,2,effexor,snri,SSI,psychological
1019,EffexorXR.77,2,anxious,c0003467/anxiety/finding,anxiety (finding) [a3654171/snomedct_us/fn/48694002],,,,,,,,,2,effexor,snri,SSI,psychological
1020,EffexorXR.77,11,anxiety,c0003467/anxiety/finding,anxiety (finding) [a3654171/snomedct_us/fn/48694002],,,,,,,,,2,effexor,snri,SSI,psychological
1021,EffexorXR.77,11,depression,c0344315/depressed mood/finding,depressed mood (finding) [a16962685/snomedct_us/fn/366979004],,,,,,,,,2,effexor,snri,SSI,psychological
1022,EffexorXR.78,3,anxiety,c0003467/anxiety/finding,anxiety (finding) [a3654171/snomedct_us/fn/48694002],,,,,,,,,2,effexor,snri,SSI,psychological
1023,EffexorXR.78,3,depression,c0344315/depressed mood/finding,depressed mood (finding) [a16962685/snomedct_us/fn/366979004],,,,,,,,,2,effexor,snri,SSI,psychological
1024,EffexorXR.80,1,fatigue,C0015672 / Fatigue / Sign or Symptom,Fatigue (finding) [A3452006/SNOMEDCT_US/FN/84229001],,,,,,,,,2,effexor,snri,SSI,physiological
1025,EffexorXR.80,1,nighttime anxiety,C0003467 / Anxiety / Finding,Anxiety (finding) [A3654171/SNOMEDCT_US/FN/48694002],,,,,,,,,2,effexor,snri,SSI,psychological
1026,EffexorXR.82,1,mood swings,c0085633/mood swings/mental or behavioral dysfunction,mood swings (finding) [a3567084/snomedct_us/fn/18963009],,,,,,,,,2,effexor,snri,SSI,psychological
1027,EffexorXR.82,1,irritable,c0022107/irritable mood/finding,feeling irritable (finding) [a3452820/snomedct_us/fn/55929007],,,,,,,,,2,effexor,snri,SSI,psychological
1028,effexorXR.89,3,seizures,C0036572 / Seizures / Sign or Symptom,Seizure (finding) [A3698953/SNOMEDCT_US/FN/91175000],,,,,,,,,3,effexor,snri,SSI,physiological
1029,effexorXR.91,3,suicidal thoughts,c0424000/feeling suicidal (finding)/finding,feeling suicidal (finding) [a3452848/snomedct_us/fn/225457007],,,,,,,,,3,effexor,snri,SSI,psychological
1030,effexorXR.91,3,deep black,c0344315/depressed mood/finding,depressed mood (finding) [a16962685/snomedct_us/fn/366979004],,,,,,,,,3,effexor,snri,SSI,psychological
1031,effexorXR.92,2,pain,c0030193/pain/sign or symptom,pain (finding) [a3614691/snomedct_us/fn/22253000],,,,,,,,,3,effexor,snri,SSI,physiological
1032,,, hating myself,c3160862/self hatred/mental or behavioral dysfunction,No code,C0679136/ Low self-esteem/Finding,Low self-esteem (finding) [A3543604/SNOMEDCT_US/FN/286647002],,,,,,,3,effexor,snri,SSI,physiological
1033,effexorXR.93,5,depression,c0344315/depressed mood/finding,depressed mood (finding) [a16962685/snomedct_us/fn/366979004],,,,,,,,,3,effexor,snri,SSI,psychological
1034,effexorXR.93,12,anxiety,c0003467/anxiety/finding,anxiety (finding) [a3654171/snomedct_us/fn/48694002],,,,,,,,,3,effexor,snri,SSI,psychological
1035,effexorXR.93,12,panic attacks,c0086769/panic attacks/mental or behavioral dysfunction,panic attack (finding) [a3615846/snomedct_us/fn/225624000],,,,,,,,,3,effexor,snri,SSI,psychological
1036,effexorXR.96,5,excessive worrying,c0233481/worried/finding,Worried (finding) [A3787347/SNOMEDCT_US/FN/79015004],,,,,,excessive,,,3,effexor,snri,SSI,physiological
1037,effexorXR.96,5,feeling sad,c3536794/sad mood/mental process,No code,c0344315/depressed mood/finding,depressed mood (finding) [a16962685/snomedct_us/fn/366979004],,,,,,,3,effexor,snri,SSI,psychological
1038,effexorXR.96,5,pessimistic,c1821301/pessimistic thoughts/finding,no code,C0233488 / Feeling despair / Sign or Symptom,Feeling despair (finding) [A3452801/SNOMEDCT_US/FN/17029006],,,,,,,3,effexor,snri,SSI,psychological
1039,effexorXR.96,8,depression,c0344315/depressed mood/finding,depressed mood (finding) [a16962685/snomedct_us/fn/366979004],,,,,,,,,3,effexor,snri,SSI,psychological
1040,effexorXR.97,3, sick,C0857027 / Feeling Sick / Sign or Symptom,No code,C0231218 / Malaise / Sign or Symptom, Malaise (finding) [A3548531/SNOMEDCT_US/FN/367391008],,,,,,,3,effexor,snri,SSI,physiological
1041,effexorXR.99,2,depression,c0344315/depressed mood/finding,depressed mood (finding) [a16962685/snomedct_us/fn/366979004],,,,,,,,,3,effexor,snri,SSI,psychological
1042,effexorXR.99,7,depression,c0344315/depressed mood/finding,depressed mood (finding) [a16962685/snomedct_us/fn/366979004],,,,,,,,,3,effexor,snri,SSI,psychological
1043,effexorXR.99,7,anxiety,c0003467/anxiety/finding,anxiety (finding) [a3654171/snomedct_us/fn/48694002],,,,,,,,,3,effexor,snri,SSI,psychological
1044,effexorXR.100,5, depressed ,c0344315/depressed mood/finding,depressed mood (finding) [a16962685/snomedct_us/fn/366979004],,,,,,,,,3,effexor,snri,SSI,psychological
1045,effexorXR.100,5,very sad,c3536794/sad mood/mental process,No code,c0344315/depressed mood/finding,depressed mood (finding) [a16962685/snomedct_us/fn/366979004],,,,,,,3,effexor,snri,SSI,psychological
1046,effexorXR.103,10,anxiety,c0003467/anxiety/finding,anxiety (finding) [a3654171/snomedct_us/fn/48694002],,,,,,,,,3,effexor,snri,SSI,psychological
1047,effexorXR.103,16,anxiety,c0003467/anxiety/finding,anxiety (finding) [a3654171/snomedct_us/fn/48694002],,,,,,,,,3,effexor,snri,SSI,psychological
1048,effexorXR.103,16,improvement in my energy levels,c0015672/fatigue/sign or symptom,fatigue (finding) [a3452006/snomedct_us/fn/84229001],,,,,,,,,3,effexor,snri,SSI,physiological
1049,effexorXR.103,17,anxiety,c0003467/anxiety/finding,anxiety (finding) [a3654171/snomedct_us/fn/48694002],,,,,,,,,3,effexor,snri,SSI,psychological
1050,effexorXR.103,20,severe debility,C3714552 / Weakness / Sign or Symptom,No code,C0004093 / Asthenia / Sign or Symptom,Asthenia (finding) [A3723754/SNOMEDCT_US/FN/13791008],,,severe,,,,3,effexor,snri,SSI,physiological
1051,effexorXR.103,20,anxiety,c0003467/anxiety/finding,anxiety (finding) [a3654171/snomedct_us/fn/48694002],,,,,,,,,3,effexor,snri,SSI,psychological
1052,effexorXR.106,2,double depression,c0344315/depressed mood/finding,depressed mood (finding) [a16962685/snomedct_us/fn/366979004],,,,,double,,,,3,effexor,snri,SSI,psychological
1053,effexorXR.106,2,depressed,c0344315/depressed mood/finding,depressed mood (finding) [a16962685/snomedct_us/fn/366979004],,,,,,,,,3,effexor,snri,SSI,psychological
1054,effexorXR.106,2,derpression,c0344315/depressed mood/finding,depressed mood (finding) [a16962685/snomedct_us/fn/366979004],,,,,,,,,3,effexor,snri,SSI,psychological
1055,effexorXR.109,14,depression,c0344315/depressed mood/finding,depressed mood (finding) [a16962685/snomedct_us/fn/366979004],,,,,,,,,3,effexor,snri,SSI,psychological
1056,effexorXR.110,3,depressed,c0344315/depressed mood/finding,depressed mood (finding) [a16962685/snomedct_us/fn/366979004],,,,,,,,,3,effexor,snri,SSI,psychological
1057,effexorXR.111,2,depression,c0344315/depressed mood/finding,depressed mood (finding) [a16962685/snomedct_us/fn/366979004],,,,,,,,,3,effexor,snri,SSI,psychological
1058,effexorXR.111,2,anxiety,c0003467/anxiety/finding,anxiety (finding) [a3654171/snomedct_us/fn/48694002],,,,,,,,,3,effexor,snri,SSI,psychological
1059,effexorXR.111,3,anxiety,c0003467/anxiety/finding,anxiety (finding) [a3654171/snomedct_us/fn/48694002],,,,,,,,,3,effexor,snri,SSI,psychological
1060,effexorXR.111,3,depressed,c0344315/depressed mood/finding,depressed mood (finding) [a16962685/snomedct_us/fn/366979004],,,,,,,,,3,effexor,snri,SSI,psychological
1061,effexorXR.111,5,depression,c0344315/depressed mood/finding,depressed mood (finding) [a16962685/snomedct_us/fn/366979004],,,,,,,,,3,effexor,snri,SSI,psychological
1062,effexorXR.114,2,depression,c0344315/depressed mood/finding,depressed mood (finding) [a16962685/snomedct_us/fn/366979004],,,,,,,,,3,effexor,snri,SSI,psychological
1063,effexorXR.114,2,anxiety,c0003467/anxiety/finding,anxiety (finding) [a3654171/snomedct_us/fn/48694002],,,,,,,,,3,effexor,snri,SSI,psychological
1064,effexorXR.119,7,don't lose my temper,C0022107 / Irritable Mood / Finding,Feeling irritable (finding) [A3452820/SNOMEDCT_US/FN/55929007],,,,,,,,,4,effexor,snri,SSI,psychological
1065,effexorXR.119,7,ranting raging fits,c0424329/outbursts of anger/finding,outbursts of anger (finding) [a3611533/snomedct_us/fn/274951009],,,,,,,,,4,effexor,snri,SSI,psychological
1066,effexorXR.120,2,eating disorder,C0596170 / Binge eating disorder / Mental or Behavioral Dysfunction,Binging (finding) [A3810965/SNOMEDCT_US/FN/248122005],,,,,,,,,4,effexor,snri,SSI,physiological
1067,effexorXR.122,9,depression,c0344315/depressed mood/finding,depressed mood (finding) [a16962685/snomedct_us/fn/366979004],,,,,,,,,4,effexor,snri,SSI,psychological
1068,effexorXR.124,5,panic while driving,"C0030318/Panic /Finding 
 ",Panic (finding) [A3615844/SNOMEDCT_US/FN/79823003],,,,,,,,,4,effexor,snri,SSI,psychological
1069,effexorXR.124,5,worried,c0233481/worried/finding,Worried (finding) [A3787347/SNOMEDCT_US/FN/79015004],,,,,,,,,4,effexor,snri,SSI,psychological
1070,effexorXR.124,5,could not functioning at work,c0557386/restricted work performance/finding,restricted work performance (finding) [a3669299/snomedct_us/fn/224398005],,,,,,,,,4,effexor,snri,SSI,social impact
1071,effexorXR.124,5,didn't want to get out of bed,c0023380/lethargy/sign or symptom,lethargy (finding) [a3536819/snomedct_us/fn/214264003],,,,,,,,,4,effexor,snri,SSI,physiological
1072,effexorXR.125,3,anxiety,c0003467/anxiety/finding,anxiety (finding) [a3654171/snomedct_us/fn/48694002],,,,,,,,,4,effexor,snri,SSI,psychological
1073,effexorXR.125,5,depression,c0344315/depressed mood/finding,depressed mood (finding) [a16962685/snomedct_us/fn/366979004],,,,,,,,,4,effexor,snri,SSI,psychological
1074,effexorXR.126,5,fits of rage,c0424329/outbursts of anger/finding,outbursts of anger (finding) [a3611533/snomedct_us/fn/274951009],,,,,,,,,4,effexor,snri,SSI,psychological
1075,effexorXR.128,4,depressed,c0344315/depressed mood/finding,depressed mood (finding) [a16962685/snomedct_us/fn/366979004],,,,,,,,,4,effexor,snri,SSI,psychological
1076,effexorXR.128,7,depression,c0344315/depressed mood/finding,depressed mood (finding) [a16962685/snomedct_us/fn/366979004],,,,,,,,,4,effexor,snri,SSI,psychological
1077,effexorXR.131,3,depression,c0344315/depressed mood/finding,depressed mood (finding) [a16962685/snomedct_us/fn/366979004],,,,,,,,,4,effexor,snri,SSI,psychological
1078,effexorXR.131,3,anxiety,c0003467/anxiety/finding,anxiety (finding) [a3654171/snomedct_us/fn/48694002],,,,,,,,,4,effexor,snri,SSI,psychological
1079,effexorXR.133,4,extreme sensitivity,c0312418/personality sensitivity/mental process,sensitivity (finding) [a3699949/snomedct_us/fn/35209006],,,,,extreme,,,,4,effexor,snri,SSI,psychological
1080,effexorXR.133,4,irritability,c0022107/irritable mood/finding,feeling irritable (finding) [a3452820/snomedct_us/fn/55929007],,,,,,,,,4,effexor,snri,SSI,psychological
1081,effexorXR.133,5,anxiety,c0003467/anxiety/finding,anxiety (finding) [a3654171/snomedct_us/fn/48694002],,,,,,,,,4,effexor,snri,SSI,psychological
1082,effexorXR.133,5,social anxiety,C0424166 / Social fear / Mental or Behavioral Dysfunction,Social fear (finding) [A3709974/SNOMEDCT_US/FN/247832004],,,,,,,,,4,effexor,snri,SSI,psychological
1083,effexorXR.134,3,anxiety,c0003467/anxiety/finding,anxiety (finding) [a3654171/snomedct_us/fn/48694002],,,,,,,,,4,effexor,snri,SSI,psychological
1084,effexorXR.136,3,anxiety,c0003467/anxiety/finding,anxiety (finding) [a3654171/snomedct_us/fn/48694002],,,,,,,,,4,effexor,snri,SSI,psychological
